"I_Id","Código_DANE","Año","Indicador","Fuente_Entidad","Fuente_Recurso","Entidad_Territorial","Departamento","Es_Municipio","ODS","Tipo_Acumulación","Unidad_Medida","DNP","Seguimiento.Nombre"
"7.01","66,682","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Santa Rosa De Cabal","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,170","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Dosquebradas","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,001","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Armenia","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,877","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Viterbo","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,777","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Supía","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,614","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Riosucio","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,495","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Norcasia","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,442","2,023","100","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Marmato","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,873","2,020","81.54","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Villarrica","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,870","2,020","63.76","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Villahermosa","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,861","2,020","88.33","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Venadillo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,854","2,020","59.9","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Valle De San Juan","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,770","2,020","87.26","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Suárez","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,686","2,020","99.63","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Santa Isabel","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,678","2,020","93.5","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","San Luis","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,675","2,020","95.54","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","San Antonio","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,622","2,020","76.98","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Roncesvalles","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,616","2,020","79.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Rioblanco","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,585","2,020","98.01","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Purificación","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,563","2,020","88.49","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Prado","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,547","2,020","81.62","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Piedras","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,504","2,020","71.78","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ortega","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,483","2,020","80.66","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Natagaima","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,461","2,020","66.57","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Murillo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,449","2,020","97.61","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Melgar","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,411","2,020","97.64","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Líbano","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,352","2,020","92.34","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Icononzo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,347","2,020","97.72","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Herveo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,319","2,020","91.57","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Guamo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,275","2,020","98.48","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Flandes","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,270","2,020","96.85","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Falan","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,236","2,020","84.38","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Dolores","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,226","2,020","85.82","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Cunday","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,217","2,020","78.56","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Coyaima","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,200","2,020","83.22","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Coello","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,168","2,020","80.22","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Chaparral","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,152","2,020","85.98","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Casabianca","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,124","2,020","97.83","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Cajamarca","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,067","2,020","78.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ataco","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,043","2,020","82.63","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Anzoátegui","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,030","2,020","77.14","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ambalema","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,026","2,020","78.34","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Alvarado","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,024","2,020","78.14","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Alpujarra","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,687","2,020","85.32","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Santuario","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,682","2,020","94.77","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Santa Rosa De Cabal","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,594","2,020","96.76","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Quinchía","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,572","2,020","77.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Pueblo Rico","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,456","2,020","79.29","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Mistrató","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,440","2,020","86.41","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Marsella","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,400","2,020","98.21","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","La Virginia","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,383","2,020","84.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","La Celia","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,318","2,020","91.85","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Guática","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,088","2,020","88.16","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Belén De Umbría","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,075","2,020","95.77","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Balboa","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,045","2,020","79.67","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Apía","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66,001","2,020","99.48","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Pereira","Risaralda","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,690","2,020","79.58","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Salento","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,594","2,020","96.18","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Quimbaya","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,548","2,020","78.12","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Pijao","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,470","2,020","98.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Montenegro","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,401","2,020","90.32","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","La Tebaida","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,302","2,020","79.45","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Génova","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,272","2,020","91.87","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Filandia","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,212","2,020","86.53","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Córdoba","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,190","2,020","94.66","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Circasia","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,130","2,020","91.17","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Calarcá","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63,111","2,020","73.98","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Buenavista","Quindío","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,877","2,020","98.57","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Viterbo","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,873","2,020","82.5","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Villamaría","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,867","2,020","92.44","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Victoria","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,665","2,020","94.24","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","San José","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,662","2,020","87.94","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Samaná","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,653","2,020","74.63","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Salamina","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,616","2,020","97.93","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Risaralda","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,541","2,020","77.26","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Pensilvania","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,524","2,020","84.55","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Palestina","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,513","2,020","96.92","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Pácora","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,486","2,020","82.26","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Neira","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,446","2,020","90.03","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Marulanda","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,444","2,020","94.62","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Marquetalia","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,433","2,020","82.34","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Manzanares","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,388","2,020","77.43","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","La Merced","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,380","2,020","89.31","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","La Dorada","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,272","2,020","83.71","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Filadelfia","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,174","2,020","99.55","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Chinchiná","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,088","2,020","90.1","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Belalcázar","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,050","2,020","93.11","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Aranzazu","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,042","2,020","84.93","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Anserma","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,013","2,020","97.12","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Aguadas","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17,001","2,020","84.85","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Manizales","Caldas","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73","2,020","98.29","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Tolima","Tolima","No","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","66","2,020","97.54","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Risaralda","Risaralda","No","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","63","2,020","98.49","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Quindío","Quindío","No","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","17","2,020","87.91","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Caldas","Caldas","No","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,873","2,021","83.85","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Villarrica","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,870","2,021","71.31","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Villahermosa","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,861","2,021","91.67","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Venadillo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,854","2,021","59.82","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Valle De San Juan","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,770","2,021","88.79","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Suárez","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,686","2,021","96.18","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Santa Isabel","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,675","2,021","95.43","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","San Antonio","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,622","2,021","77.25","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Roncesvalles","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,616","2,021","83.17","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Rioblanco","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,585","2,021","98.95","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Purificación","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,563","2,021","90.42","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Prado","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,547","2,021","82.56","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Piedras","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,504","2,021","74.43","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ortega","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,483","2,021","81.75","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Natagaima","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,461","2,021","69.66","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Murillo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,449","2,021","99.14","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Melgar","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,411","2,021","98.92","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Líbano","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,352","2,021","97.72","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Icononzo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,347","2,021","91.59","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Herveo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,319","2,021","94.97","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Guamo","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,275","2,021","98.55","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Flandes","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,270","2,021","97.98","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Falan","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,236","2,021","85.56","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Dolores","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,226","2,021","85.11","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Cunday","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,217","2,021","78.58","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Coyaima","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,200","2,021","85.55","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Coello","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,168","2,021","81.78","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Chaparral","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,152","2,021","87.65","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Casabianca","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,124","2,021","99.28","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Cajamarca","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,067","2,021","81.76","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ataco","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,043","2,021","82.31","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Anzoátegui","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,030","2,021","77.24","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Ambalema","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
"7.01","73,026","2,021","81.97","Unidad de Planificación Minero Energética - UPME","Indice de Cobertura de Energía Eléctrica - ICEE","Alvarado","Tolima","Si","7","Capacidad","Porcentaje","Si","Cobertura de energía eléctrica"
