Dane|Nombre|DaneDep|Departamento|Total|SinServicio|SinServicioMicrorredes|SinServicioSolFotovoltaicasIndiv|SinServicioInterconexionSin|ConServicio
41013|Agrado|41|Huila|3599,0|0,0||||3599,0
41016|Aipe|41|Huila|6652,0|0,0||||6652,0
41020|Algeciras|41|Huila|8791,0|452,0||||8339,0
41026|Altamira|41|Huila|1665,0|0,0||||1665,0
41078|Baraya|41|Huila|3385,0|734,0||||2651,0
41132|Campoalegre|41|Huila|12207,0|423,0||||11784,0
41206|Colombia|41|Huila|3811,0|649,0||||3162,0
41244|Elías|41|Huila|1857,0|318,0||||1539,0
41298|Garzón|41|Huila|28935,0|423,0||||28512,0
41306|Gigante|41|Huila|10495,0|833,0||||9662,0
41319|Guadalupe|41|Huila|7416,0|484,0||||6932,0
41349|Hobo|41|Huila|3239,0|184,0||||3055,0
41357|Íquira|41|Huila|4220,0|260,0||||3960,0
41359|Isnos|41|Huila|8612,0|30,0||||8582,0
41378|La Argentina|41|Huila|5875,0|820,0||||5055,0
41396|La Plata|41|Huila|21747,0|0,0||||21747,0
41483|Nátaga|41|Huila|2603,0|217,0||||2386,0
41503|Oporapa|41|Huila|4245,0|550,0||||3695,0
41518|Paicol|41|Huila|2629,0|0,0||||2629,0
41524|Palermo|41|Huila|12224,0|0,0||||12224,0
41530|Palestina|41|Huila|3659,0|0,0||||3659,0
41548|Pital|41|Huila|5619,0|114,0||||5505,0
41551|Pitalito|41|Huila|48205,0|0,0||||48205,0
41615|Rivera|41|Huila|9498,0|0,0||||9498,0
41660|Saladoblanco|41|Huila|3883,0|0,0||||3883,0
41668|San Agustín|41|Huila|11541,0|0,0||||11541,0
41676|Santa María|41|Huila|4609,0|758,0||||3851,0
41770|Suaza|41|Huila|8812,0|1385,0||||7427,0
41791|Tarqui|41|Huila|7050,0|827,0||||6223,0
41797|Tesalia|41|Huila|4053,0|0,0||||4053,0
41799|Tello|41|Huila|5490,0|1198,0||||4292,0
41801|Teruel|41|Huila|3099,0|0,0||||3099,0
41807|Timaná|41|Huila|8077,0|67,0||||8010,0
41872|Villavieja|41|Huila|2941,0|100,0||||2841,0
41885|Yaguará|41|Huila|3343,0|142,0||||3201,0
44001|Riohacha|44|La Guajira|64598,0|8434,0||||56164,0
44035|Albania|44|La Guajira|8643,0|3478,0||||5165,0
44078|Barrancas|44|La Guajira|12672,0|4462,0||||8210,0
44090|Dibulla|44|La Guajira|11690,0|3972,0||||7718,0
44098|Distracción|44|La Guajira|4940,0|1237,0||||3703,0
44110|El Molino|44|La Guajira|3440,0|1590,0||||1850,0
44279|Fonseca|44|La Guajira|14845,0|3473,0||||11372,0
44378|Hatonuevo|44|La Guajira|7422,0|2157,0||||5265,0
44420|La Jagua del Pilar|44|La Guajira|927,0|288,0||||639,0
44430|Maicao|44|La Guajira|57184,0|22084,0||||35100,0
44560|Manaure|44|La Guajira|31049,0|26941,0||||4108,0
44650|San Juan del Cesar|44|La Guajira|16630,0|4459,0||||12171,0
44847|Uribia|44|La Guajira|58727,0|53272,0||||5455,0
44855|Urumita|44|La Guajira|2814,0|87,0||||2727,0
44874|Villanueva|44|La Guajira|9787,0|2782,0||||7005,0
47001|Santa Marta|47|Magdalena|204450,0|43367,0||||161083,0
47030|Algarrobo|47|Magdalena|4737,0|1180,0||||3557,0
47053|Aracataca|47|Magdalena|10915,0|2363,0||||8552,0
47058|Ariguaní|47|Magdalena|10320,0|4744,0||||5576,0
47161|Cerro de San Antonio|47|Magdalena|2672,0|814,0||||1858,0
47170|Chivolo|47|Magdalena|7584,0|3451,0||||4133,0
47189|Ciénaga|47|Magdalena|35917,0|9945,0||||25972,0
47205|Concordia|47|Magdalena|3924,0|1336,0||||2588,0
47245|El Banco|47|Magdalena|20424,0|9313,0||||11111,0
47258|El Piñón|47|Magdalena|7420,0|3515,0||||3905,0
47268|El Retén|47|Magdalena|6113,0|1659,0||||4454,0
47288|Fundación|47|Magdalena|22033,0|3912,0||||18121,0
47318|Guamal|47|Magdalena|8395,0|2320,0||||6075,0
47460|Nueva Granada|47|Magdalena|6483,0|2856,0||||3627,0
47541|Pedraza|47|Magdalena|3284,0|2678,0||||606,0
47545|Pijiño del Carmen|47|Magdalena|4464,0|2098,0||||2366,0
47551|Pivijay|47|Magdalena|13653,0|3313,0||||10340,0
47555|Plato|47|Magdalena|18884,0|6827,0||||12057,0
47570|Puebloviejo|47|Magdalena|7218,0|6929,0||||289,0
47605|Remolino|47|Magdalena|4024,0|2755,0||||1269,0
47660|Sabanas de San Ángel|47|Magdalena|5485,0|2801,0||||2684,0
47675|Salamina|47|Magdalena|3749,0|1008,0||||2741,0
47692|San Sebastián de Buenavista|47|Magdalena|6471,0|3377,0||||3094,0
47703|San Zenón|47|Magdalena|3616,0|1320,0||||2296,0
47707|Santa Ana|47|Magdalena|8099,0|3437,0||||4662,0
47720|Santa Bárbara de Pinto|47|Magdalena|4396,0|2660,0||||1736,0
47745|Sitionuevo|47|Magdalena|7856,0|5434,0||||2422,0
47798|Tenerife|47|Magdalena|4653,0|2646,0||||2007,0
47960|Zapayán|47|Magdalena|3253,0|1529,0||||1724,0
47980|Zona Bananera|47|Magdalena|18390,0|4239,0||||14151,0
50001|Villavicencio|50|Meta|220375,0|1904,0||||218471,0
50006|Acacías|50|Meta|33078,0|0,0||||33078,0
50110|Barranca de Upía|50|Meta|2317,0|145,0||||2172,0
50124|Cabuyaro|50|Meta|2544,0|372,0||||2172,0
50150|Castilla la Nueva|50|Meta|5305,0|215,0||||5090,0
50223|Cubarral|50|Meta|3663,0|390,0||||3273,0
50226|Cumaral|50|Meta|9200,0|188,0||||9012,0
50245|El Calvario|50|Meta|1190,0|550,0||||640,0
50251|El Castillo|50|Meta|3314,0|639,0||||2675,0
50270|El Dorado|50|Meta|1826,0|249,0||||1577,0
50287|Fuente de Oro|50|Meta|5267,0|566,0||||4701,0
50313|Granada|50|Meta|32293,0|2987,0||||29306,0
50318|Guamal|50|Meta|5435,0|0,0||||5435,0
50325|Mapiripán|50|Meta|3263,0|2081,0||||1182,0
50330|Mesetas|50|Meta|4924,0|1509,0||||3415,0
50350|La Macarena|50|Meta|10549,0|8084,0||||2465,0
50370|Uribe|50|Meta|3494,0|1490,0||||2004,0
50400|Lejanías|50|Meta|4352,0|1,0||||4351,0
50450|Puerto Concordia|50|Meta|3559,0|287,0||||3272,0
50568|Puerto Gaitán|50|Meta|13284,0|1034,0||||12250,0
50573|Puerto López|50|Meta|12485,0|198,0||||12287,0
50577|Puerto Lleras|50|Meta|5332,0|2361,0||||2971,0
50590|Puerto Rico|50|Meta|5610,0|2216,0||||3394,0
50606|Restrepo|50|Meta|9064,0|0,0||||9064,0
50680|San Carlos de Guaroa|50|Meta|4860,0|687,0||||4173,0
50683|San Juan de Arama|50|Meta|3627,0|436,0||||3191,0
50686|San Juanito|50|Meta|812,0|291,0||||521,0
50689|San Martín|50|Meta|10933,0|1713,0||||9220,0
50711|Vistahermosa|50|Meta|7810,0|2072,0||||5738,0
52001|Pasto|52|Nariño|136060,0|0,0||||136060,0
52019|Albán|52|Nariño|4105,0|1078,0||||3027,0
52022|Aldana|52|Nariño|2387,0|0,0||||2387,0
52036|Ancuya|52|Nariño|3187,0|344,0||||2843,0
52051|Arboleda|52|Nariño|3025,0|473,0||||2552,0
52079|Barbacoas|52|Nariño|16985,0|7348,0||||9637,0
52083|Belén|52|Nariño|1738,0|0,0||||1738,0
52110|Buesaco|52|Nariño|11140,0|2829,0||||8311,0
52203|Colón|52|Nariño|2992,0|54,0||||2938,0
52207|Consacá|52|Nariño|5450,0|1305,0||||4145,0
52210|Contadero|52|Nariño|2785,0|446,0||||2339,0
52215|Córdoba|52|Nariño|5583,0|128,0||||5455,0
52224|Cuaspud Carlosama|52|Nariño|3125,0|381,0||||2744,0
52227|Cumbal|52|Nariño|12896,0|2018,0||||10878,0
52233|Cumbitara|52|Nariño|2832,0|0,0||||2832,0
52240|Chachagüí|52|Nariño|9140,0|2080,0||||7060,0
52250|El Charco|52|Nariño|6834,0|0,0||||6834,0
52254|El Peñol|52|Nariño|3008,0|539,0||||2469,0
52256|El Rosario|52|Nariño|5722,0|2864,0||||2858,0
52258|El Tablón de Gómez|52|Nariño|4384,0|0,0||||4384,0
52260|El Tambo|52|Nariño|6254,0|714,0||||5540,0
52287|Funes|52|Nariño|3225,0|979,0||||2246,0
52317|Guachucal|52|Nariño|6648,0|313,0||||6335,0
52320|Guaitarilla|52|Nariño|5233,0|884,0||||4349,0
52323|Gualmatán|52|Nariño|2641,0|369,0||||2272,0
52352|Iles|52|Nariño|3564,0|573,0||||2991,0
52354|Imués|52|Nariño|4278,0|1024,0||||3254,0
52356|Ipiales|52|Nariño|37971,0|0,0||||37971,0
52378|La Cruz|52|Nariño|7047,0|721,0||||6326,0
52381|La Florida|52|Nariño|5203,0|770,0||||4433,0
52385|La Llanada|52|Nariño|2817,0|792,0||||2025,0
52390|La Tola|52|Nariño|2476,0|0,0||||2476,0
52399|La Unión|52|Nariño|8949,0|0,0||||8949,0
52405|Leiva|52|Nariño|3910,0|1013,0||||2897,0
52411|Linares|52|Nariño|4374,0|209,0||||4165,0
52418|Los Andes|52|Nariño|4289,0|414,0||||3875,0
52427|Magüí|52|Nariño|5553,0|405,0||||5148,0
52435|Mallama|52|Nariño|3509,0|456,0||||3053,0
52473|Mosquera|52|Nariño|3846,0|60,0||||3786,0
52480|Nariño|52|Nariño|1586,0|0,0||||1586,0
52490|Olaya Herrera|52|Nariño|8140,0|0,0||||8140,0
52506|Ospina|52|Nariño|2894,0|437,0||||2457,0
52520|Francisco Pizarro|52|Nariño|5042,0|2588,0||||2454,0
52540|Policarpa|52|Nariño|3630,0|0,0||||3630,0
52560|Potosí|52|Nariño|4229,0|0,0||||4229,0
52565|Providencia|52|Nariño|2616,0|399,0||||2217,0
52573|Puerres|52|Nariño|4302,0|854,0||||3448,0
52585|Pupiales|52|Nariño|6272,0|0,0||||6272,0
52612|Ricaurte|52|Nariño|6694,0|2596,0||||4098,0
52621|Roberto Payán|52|Nariño|4047,0|0,0||||4047,0
52678|Samaniego|52|Nariño|13621,0|2347,0||||11274,0
52683|Sandoná|52|Nariño|8362,0|256,0||||8106,0
52685|San Bernardo|52|Nariño|2523,0|11,0||||2512,0
52687|San Lorenzo|52|Nariño|6402,0|269,0||||6133,0
52693|San Pablo|52|Nariño|5120,0|0,0||||5120,0
52694|San Pedro de Cartago|52|Nariño|2066,0|55,0||||2011,0
52696|Santa Bárbara|52|Nariño|4344,0|0,0||||4344,0
52699|Santacruz|52|Nariño|4690,0|1108,0||||3582,0
52720|Sapuyes|52|Nariño|2230,0|0,0||||2230,0
52786|Taminango|52|Nariño|7873,0|1200,0||||6673,0
52788|Tangua|52|Nariño|5076,0|1506,0||||3570,0
52835|San Andrés de Tumaco|52|Nariño|92483,0|32690,0||||59793,0
52838|Túquerres|52|Nariño|14914,0|0,0||||14914,0
52885|Yacuanquer|52|Nariño|3986,0|273,0||||3713,0
54001|San José de Cúcuta|54|Norte de Santander|264986,0|0,0||||264986,0
54003|Ábrego|54|Norte de Santander|11073,0|508,0||||10565,0
54051|Arboledas|54|Norte de Santander|3702,0|1201,0||||2501,0
54099|Bochalema|54|Norte de Santander|3773,0|693,0||||3080,0
54109|Bucarasica|54|Norte de Santander|2274,0|914,0||||1360,0
54125|Cácota|54|Norte de Santander|1183,0|95,0||||1088,0
54128|Cáchira|54|Norte de Santander|4282,0|598,0||||3684,0
54172|Chinácota|54|Norte de Santander|8534,0|123,0||||8411,0
54174|Chitagá|54|Norte de Santander|4365,0|788,0||||3577,0
54206|Convención|54|Norte de Santander|6581,0|0,0||||6581,0
54223|Cucutilla|54|Norte de Santander|3234,0|569,0||||2665,0
54239|Durania|54|Norte de Santander|1706,0|0,0||||1706,0
54245|El Carmen|54|Norte de Santander|5306,0|716,0||||4590,0
54250|El Tarra|54|Norte de Santander|7110,0|0,0||||7110,0
54261|El Zulia|54|Norte de Santander|9773,0|0,0||||9773,0
54313|Gramalote|54|Norte de Santander|2940,0|450,0||||2490,0
54344|Hacarí|54|Norte de Santander|3074,0|0,0||||3074,0
54347|Herrán|54|Norte de Santander|1688,0|826,0||||862,0
54377|Labateca|54|Norte de Santander|2784,0|466,0||||2318,0
54385|La Esperanza|54|Norte de Santander|4295,0|0,0||||4295,0
54398|La Playa|54|Norte de Santander|2764,0|298,0||||2466,0
54405|Los Patios|54|Norte de Santander|33176,0|0,0||||33176,0
54418|Lourdes|54|Norte de Santander|1457,0|107,0||||1350,0
54480|Mutiscua|54|Norte de Santander|1641,0|326,0||||1315,0
54498|Ocaña|54|Norte de Santander|45404,0|0,0||||45404,0
54518|Pamplona|54|Norte de Santander|20015,0|0,0||||20015,0
54520|Pamplonita|54|Norte de Santander|2169,0|24,0||||2145,0
54553|Puerto Santander|54|Norte de Santander|2412,0|0,0||||2412,0
54599|Ragonvalia|54|Norte de Santander|2044,0|209,0||||1835,0
54660|Salazar|54|Norte de Santander|3982,0|995,0||||2987,0
54670|San Calixto|54|Norte de Santander|3628,0|888,0||||2740,0
54673|San Cayetano|54|Norte de Santander|2706,0|0,0||||2706,0
54680|Santiago|54|Norte de Santander|1303,0|350,0||||953,0
54720|Sardinata|54|Norte de Santander|8951,0|1866,0||||7085,0
54743|Silos|54|Norte de Santander|2569,0|307,0||||2262,0
54800|Teorama|54|Norte de Santander|5815,0|0,0||||5815,0
54810|Tibú|54|Norte de Santander|18860,0|0,0||||18860,0
54820|Toledo|54|Norte de Santander|5938,0|360,0||||5578,0
54871|Villa Caro|54|Norte de Santander|1909,0|166,0||||1743,0
54874|Villa del Rosario|54|Norte de Santander|36056,0|0,0||||36056,0
63001|Armenia|63|Quindío|127064,0|0,0||||127064,0
63111|Buenavista|63|Quindío|1257,0|361,0||||896,0
63130|Calarcá|63|Quindío|28022,0|2928,0||||25094,0
63190|Circasia|63|Quindío|11350,0|677,0||||10673,0
63212|Córdoba|63|Quindío|2247,0|196,0||||2051,0
63272|Filandia|63|Quindío|5466,0|539,0||||4927,0
63302|Génova|63|Quindío|3225,0|475,0||||2750,0
63401|La Tebaida|63|Quindío|12189,0|1088,0||||11101,0
63470|Montenegro|63|Quindío|13544,0|275,0||||13269,0
63548|Pijao|63|Quindío|2289,0|440,0||||1849,0
63594|Quimbaya|63|Quindío|11862,0|74,0||||11788,0
63690|Salento|63|Quindío|4142,0|741,0||||3401,0
66001|Pereira|66|Risaralda|198404,0|1556,0||||196848,0
66045|Apía|66|Risaralda|5668,0|1214,0||||4454,0
66075|Balboa|66|Risaralda|2423,0|16,0||||2407,0
66088|Belén de Umbría|66|Risaralda|10540,0|1139,0||||9401,0
66170|Dosquebradas|66|Risaralda|88747,0|0,0||||88747,0
66318|Guática|66|Risaralda|5302,0|275,0||||5027,0
66383|La Celia|66|Risaralda|3276,0|486,0||||2790,0
66400|La Virginia|66|Risaralda|10363,0|396,0||||9967,0
66440|Marsella|66|Risaralda|7226,0|1023,0||||6203,0
66456|Mistrató|66|Risaralda|5694,0|1224,0||||4470,0
66572|Pueblo Rico|66|Risaralda|5300,0|1302,0||||3998,0
66594|Quinchía|66|Risaralda|10300,0|131,0||||10169,0
66682|Santa Rosa de Cabal|66|Risaralda|30916,0|0,0||||30916,0
66687|Santuario|66|Risaralda|5663,0|928,0||||4735,0
68001|Bucaramanga|68|Santander|216552,0|0,0||||216552,0
68013|Aguada|68|Santander|1039,0|280,0||||759,0
68020|Albania|68|Santander|2645,0|418,0||||2227,0
68051|Aratoca|68|Santander|3167,0|19,0||||3148,0
68077|Barbosa|68|Santander|13310,0|0,0||||13310,0
68079|Barichara|68|Santander|5059,0|1008,0||||4051,0
68081|Barrancabermeja|68|Santander|81022,0|0,0||||81022,0
68092|Betulia|68|Santander|2477,0|0,0||||2477,0
68101|Bolívar|68|Santander|5604,0|678,0||||4926,0
68121|Cabrera|68|Santander|818,0|47,0||||771,0
68132|California|68|Santander|826,0|149,0||||677,0
68147|Capitanejo|68|Santander|2702,0|276,0||||2426,0
68152|Carcasí|68|Santander|2094,0|271,0||||1823,0
68160|Cepitá|68|Santander|965,0|164,0||||801,0
68162|Cerrito|68|Santander|2551,0|214,0||||2337,0
68167|Charalá|68|Santander|5883,0|0,0||||5883,0
68169|Charta|68|Santander|1685,0|419,0||||1266,0
68176|Chima|68|Santander|1595,0|276,0||||1319,0
68179|Chipatá|68|Santander|2651,0|512,0||||2139,0
68190|Cimitarra|68|Santander|16343,0|2733,0||||13610,0
68207|Concepción|68|Santander|2532,0|227,0||||2305,0
68209|Confines|68|Santander|1234,0|0,0||||1234,0
68211|Contratación|68|Santander|2044,0|278,0||||1766,0
68217|Coromoro|68|Santander|3279,0|319,0||||2960,0
68229|Curití|68|Santander|5483,0|0,0||||5483,0
68235|El Carmen de Chucurí|68|Santander|8273,0|2105,0||||6168,0
68245|El Guacamayo|68|Santander|1216,0|189,0||||1027,0
68250|El Peñón|68|Santander|2870,0|886,0||||1984,0
68255|El Playón|68|Santander|5569,0|795,0||||4774,0
68264|Encino|68|Santander|1410,0|400,0||||1010,0
68266|Enciso|68|Santander|1668,0|148,0||||1520,0
68271|Florián|68|Santander|3410,0|926,0||||2484,0
68276|Floridablanca|68|Santander|109051,0|3264,0||||105787,0
68296|Galán|68|Santander|1634,0|296,0||||1338,0
68298|Gámbita|68|Santander|2646,0|616,0||||2030,0
68307|Girón|68|Santander|57840,0|0,0||||57840,0
68318|Guaca|68|Santander|2683,0|130,0||||2553,0
68320|Guadalupe|68|Santander|2667,0|180,0||||2487,0
68322|Guapotá|68|Santander|1097,0|106,0||||991,0
68324|Guavatá|68|Santander|2119,0|48,0||||2071,0
68327|Güepsa|68|Santander|2064,0|138,0||||1926,0
68344|Hato|68|Santander|997,0|48,0||||949,0
68368|Jesús María|68|Santander|2003,0|473,0||||1530,0
68370|Jordán|68|Santander|449,0|0,0||||449,0
68377|La Belleza|68|Santander|3383,0|790,0||||2593,0
68385|Landázuri|68|Santander|5895,0|726,0||||5169,0
68397|La Paz|68|Santander|2437,0|366,0||||2071,0
68406|Lebrija|68|Santander|14269,0|0,0||||14269,0
68418|Los Santos|68|Santander|6956,0|0,0||||6956,0
68425|Macaravita|68|Santander|1118,0|0,0||||1118,0
68432|Málaga|68|Santander|8406,0|0,0||||8406,0
68444|Matanza|68|Santander|2616,0|22,0||||2594,0
68464|Mogotes|68|Santander|4651,0|0,0||||4651,0
68468|Molagavita|68|Santander|2251,0|379,0||||1872,0
68498|Ocamonte|68|Santander|2434,0|159,0||||2275,0
68500|Oiba|68|Santander|4978,0|0,0||||4978,0
68502|Onzaga|68|Santander|3032,0|869,0||||2163,0
68522|Palmar|68|Santander|644,0|111,0||||533,0
68524|Palmas del Socorro|68|Santander|1200,0|0,0||||1200,0
68533|Páramo|68|Santander|1754,0|0,0||||1754,0
68547|Piedecuesta|68|Santander|67643,0|0,0||||67643,0
68549|Pinchote|68|Santander|2538,0|56,0||||2482,0
68572|Puente Nacional|68|Santander|8540,0|1081,0||||7459,0
68573|Puerto Parra|68|Santander|3455,0|458,0||||2997,0
68575|Puerto Wilches|68|Santander|13970,0|1030,0||||12940,0
68615|Rionegro|68|Santander|10345,0|0,0||||10345,0
68655|Sabana de Torres|68|Santander|13942,0|720,0||||13222,0
68669|San Andrés|68|Santander|4658,0|594,0||||4064,0
68673|San Benito|68|Santander|1349,0|96,0||||1253,0
68679|San Gil|68|Santander|24560,0|0,0||||24560,0
68682|San Joaquín|68|Santander|1595,0|392,0||||1203,0
68684|San José de Miranda|68|Santander|2144,0|353,0||||1791,0
68686|San Miguel|68|Santander|1274,0|133,0||||1141,0
68689|San Vicente de Chucurí|68|Santander|14998,0|2632,0||||12366,0
68705|Santa Bárbara|68|Santander|1061,0|31,0||||1030,0
68720|Santa Helena del Opón|68|Santander|1970,0|432,0||||1538,0
68745|Simacota|68|Santander|4301,0|721,0||||3580,0
68755|Socorro|68|Santander|12965,0|0,0||||12965,0
68770|Suaita|68|Santander|5444,0|747,0||||4697,0
68773|Sucre|68|Santander|3833,0|418,0||||3415,0
68780|Suratá|68|Santander|1919,0|217,0||||1702,0
68820|Tona|68|Santander|3685,0|347,0||||3338,0
68855|Valle de San José|68|Santander|2378,0|0,0||||2378,0
68861|Vélez|68|Santander|10744,0|1869,0||||8875,0
68867|Vetas|68|Santander|884,0|167,0||||717,0
68872|Villanueva|68|Santander|3122,0|0,0||||3122,0
68895|Zapatoca|68|Santander|4257,0|0,0||||4257,0
70001|Sincelejo|70|Sucre|97722,0|4569,0||||93153,0
70110|Buenavista|70|Sucre|3568,0|949,0||||2619,0
70124|Caimito|70|Sucre|4584,0|1169,0||||3415,0
70204|Colosó|70|Sucre|2882,0|303,0||||2579,0
70215|Corozal|70|Sucre|23162,0|2432,0||||20730,0
70221|Coveñas|70|Sucre|7815,0|1135,0||||6680,0
70230|Chalán|70|Sucre|1403,0|290,0||||1113,0
70233|El Roble|70|Sucre|3584,0|826,0||||2758,0
70235|Galeras|70|Sucre|7312,0|1010,0||||6302,0
70265|Guaranda|70|Sucre|5670,0|1143,0||||4527,0
70400|La Unión|70|Sucre|3947,0|498,0||||3449,0
70418|Los Palmitos|70|Sucre|7853,0|2031,0||||5822,0
70429|Majagual|70|Sucre|12821,0|3208,0||||9613,0
70473|Morroa|70|Sucre|5315,0|946,0||||4369,0
70508|Ovejas|70|Sucre|8538,0|2359,0||||6179,0
70523|Palmito|70|Sucre|4449,0|1648,0||||2801,0
70670|Sampués|70|Sucre|13585,0|1322,0||||12263,0
70678|San Benito Abad|70|Sucre|11137,0|5541,0||||5596,0
70702|San Juan de Betulia|70|Sucre|4455,0|648,0||||3807,0
70708|San Marcos|70|Sucre|18759,0|2144,0||||16615,0
70713|San Onofre|70|Sucre|17767,0|7075,0||||10692,0
70717|San Pedro|70|Sucre|6172,0|383,0||||5789,0
70742|San Luis de Sincé|70|Sucre|10627,0|2272,0||||8355,0
70771|Sucre|70|Sucre|10959,0|3941,0||||7018,0
70820|Santiago de Tolú|70|Sucre|11625,0|1979,0||||9646,0
70823|San José de Toluviejo|70|Sucre|7565,0|1525,0||||6040,0
73001|Ibagué|73|Tolima|215834,0|0,0||||215834,0
73024|Alpujarra|73|Tolima|2651,0|628,0||||2023,0
73026|Alvarado|73|Tolima|3590,0|338,0||||3252,0
73030|Ambalema|73|Tolima|3381,0|761,0||||2620,0
73043|Anzoátegui|73|Tolima|3718,0|465,0||||3253,0
73055|Armero|73|Tolima|5434,0|0,0||||5434,0
73067|Ataco|73|Tolima|8314,0|1136,0||||7178,0
73124|Cajamarca|73|Tolima|6458,0|0,0||||6458,0
73148|Carmen de Apicalá|73|Tolima|6937,0|0,0||||6937,0
73152|Casabianca|73|Tolima|2772,0|281,0||||2491,0
73168|Chaparral|73|Tolima|23085,0|3706,0||||19379,0
73200|Coello|73|Tolima|3763,0|466,0||||3297,0
73217|Coyaima|73|Tolima|10517,0|1872,0||||8645,0
73226|Cunday|73|Tolima|4658,0|613,0||||4045,0
73236|Dolores|73|Tolima|3954,0|447,0||||3507,0
73268|Espinal|73|Tolima|25852,0|0,0||||25852,0
73270|Falan|73|Tolima|3072,0|0,0||||3072,0
73275|Flandes|73|Tolima|18909,0|0,0||||18909,0
73283|Fresno|73|Tolima|11749,0|0,0||||11749,0
73319|Guamo|73|Tolima|14287,0|461,0||||13826,0
73347|Herveo|73|Tolima|3743,0|203,0||||3540,0
73349|Honda|73|Tolima|10722,0|180,0||||10542,0
73352|Icononzo|73|Tolima|5602,0|0,0||||5602,0
73408|Lérida|73|Tolima|7873,0|0,0||||7873,0
73411|Líbano|73|Tolima|15373,0|0,0||||15373,0
73443|San Sebastián de Mariquita|73|Tolima|15965,0|0,0||||15965,0
73449|Melgar|73|Tolima|23933,0|0,0||||23933,0
73461|Murillo|73|Tolima|1887,0|575,0||||1312,0
73483|Natagaima|73|Tolima|7343,0|1131,0||||6212,0
73504|Ortega|73|Tolima|12787,0|2811,0||||9976,0
73520|Palocabildo|73|Tolima|3513,0|0,0||||3513,0
73547|Piedras|73|Tolima|2943,0|449,0||||2494,0
73555|Planadas|73|Tolima|8958,0|0,0||||8958,0
73563|Prado|73|Tolima|4070,0|272,0||||3798,0
73585|Purificación|73|Tolima|9556,0|0,0||||9556,0
73616|Rioblanco|73|Tolima|8606,0|1337,0||||7269,0
73622|Roncesvalles|73|Tolima|2245,0|491,0||||1754,0
73624|Rovira|73|Tolima|7989,0|0,0||||7989,0
73671|Saldaña|73|Tolima|5349,0|0,0||||5349,0
73675|San Antonio|73|Tolima|5588,0|187,0||||5401,0
73678|San Luis|73|Tolima|5971,0|0,0||||5971,0
73686|Santa Isabel|73|Tolima|2252,0|31,0||||2221,0
73770|Suárez|73|Tolima|1760,0|137,0||||1623,0
73854|Valle de San Juan|73|Tolima|2904,0|1112,0||||1792,0
73861|Venadillo|73|Tolima|5425,0|127,0||||5298,0
73870|Villahermosa|73|Tolima|4235,0|1202,0||||3033,0
73873|Villarrica|73|Tolima|2655,0|412,0||||2243,0
76001|Santiago de Cali|76|Valle del Cauca|802969,0|63991,0||||738978,0
76020|Alcalá|76|Valle del Cauca|6037,0|1257,0||||4780,0
76036|Andalucía|76|Valle del Cauca|8954,0|1778,0||||7176,0
76041|Ansermanuevo|76|Valle del Cauca|7454,0|1691,0||||5763,0
76054|Argelia|76|Valle del Cauca|2229,0|424,0||||1805,0
76100|Bolívar|76|Valle del Cauca|6725,0|900,0||||5825,0
76109|Buenaventura|76|Valle del Cauca|111437,0|14577,0||||96860,0
76111|Guadalajara de Buga|76|Valle del Cauca|44826,0|0,0||||44826,0
76113|Bugalagrande|76|Valle del Cauca|8879,0|773,0||||8106,0
76122|Caicedonia|76|Valle del Cauca|9775,0|324,0||||9451,0
76126|Calima|76|Valle del Cauca|9192,0|750,0||||8442,0
76130|Candelaria|76|Valle del Cauca|28587,0|0,0||||28587,0
76147|Cartago|76|Valle del Cauca|51276,0|2984,0||||48292,0
76233|Dagua|76|Valle del Cauca|25928,0|3047,0||||22881,0
76243|El Águila|76|Valle del Cauca|3774,0|636,0||||3138,0
76246|El Cairo|76|Valle del Cauca|4299,0|1485,0||||2814,0
76248|El Cerrito|76|Valle del Cauca|20532,0|0,0||||20532,0
76250|El Dovio|76|Valle del Cauca|3582,0|404,0||||3178,0
76275|Florida|76|Valle del Cauca|19414,0|85,0||||19329,0
76306|Ginebra|76|Valle del Cauca|8370,0|234,0||||8136,0
76318|Guacarí|76|Valle del Cauca|11619,0|0,0||||11619,0
76364|Jamundí|76|Valle del Cauca|65958,0|0,0||||65958,0
76377|La Cumbre|76|Valle del Cauca|10521,0|1739,0||||8782,0
76400|La Unión|76|Valle del Cauca|12712,0|1366,0||||11346,0
76403|La Victoria|76|Valle del Cauca|5593,0|734,0||||4859,0
76497|Obando|76|Valle del Cauca|5235,0|1136,0||||4099,0
76520|Palmira|76|Valle del Cauca|127486,0|1806,0||||125680,0
76563|Pradera|76|Valle del Cauca|15935,0|1991,0||||13944,0
76606|Restrepo|76|Valle del Cauca|6459,0|247,0||||6212,0
76616|Riofrío|76|Valle del Cauca|6495,0|446,0||||6049,0
76622|Roldanillo|76|Valle del Cauca|14803,0|635,0||||14168,0
76670|San Pedro|76|Valle del Cauca|6030,0|293,0||||5737,0
76736|Sevilla|76|Valle del Cauca|15386,0|1673,0||||13713,0
76823|Toro|76|Valle del Cauca|6068,0|1386,0||||4682,0
76828|Trujillo|76|Valle del Cauca|7152,0|996,0||||6156,0
76834|Tuluá|76|Valle del Cauca|79053,0|11149,0||||67904,0
76845|Ulloa|76|Valle del Cauca|2070,0|193,0||||1877,0
76863|Versalles|76|Valle del Cauca|3865,0|814,0||||3051,0
